hex,reg_number,flag,lat,lng,alt,dir,speed,flight_number,flight_icao,flight_iata,dep_icao,dep_iata,arr_icao,arr_iata,airline_icao,airline_iata,aircraft_icao,updated,status
75044E,9M-MAG,MY,45.196958,23.57029,11343,124.1,886,3,MAS3,MH3,EGLL,LHR,WMKK,KUL,MAS,MH,A359,1706705158,en-route
AC3A60,N8871Q,US,38.811902,-76.52556,1739,0.8,478,1020,SWA1020,WN1020,KBWI,BWI,KPVD,PVD,SWA,WN,B38M,1706705158,en-route
7503B1,9M-AJG,MY,5.884672,117.958522,627,80,271,5196,AXM5196,AK5196,WMKK,KUL,WBKS,SDK,AXM,AK,A320,1706705158,en-route
E80609,CC-AWJ,PE,-29.608289,-71.712426,11983,163.7,840,7736,JAP7736,JZ7736,SPJC,LIM,SCEL,SCL,JAP,JZ,A20N,1706705158,en-route
155C42,RA-89154,RU,43.865039,49.482166,10543,44.7,793,1134,RWZ1134,WZ1134,LTAI,AYT,UWKD,KZN,RWZ,WZ,SU95,1706705158,en-route
780DDC,B-1660,CN,30.252654,103.769019,1412,114.2,321,8866,CSC8866,3U8866,ZBTJ,TSN,ZUUU,CTU,CSC,3U,A320,1706705158,en-route
80158B,VT-TYF,IN,13.925022,77.72337,10017,183.2,872,885,VTI885,UK885,VIDP,DEL,VOCI,COK,VTI,UK,A20N,1706705158,en-route
020118,CN-NMI,MA,35.093916,-5.705335,12151,212.3,791,266,MAC266,3O266,,BSL,GMMN,CMN,MAC,3O,A320,1706705158,en-route
80145A,VT-TQH,IN,29.18816,78.374863,5895,92.5,635,742,VTI742,UK742,VEGT,GAU,VIDP,DEL,VTI,UK,A20N,1706705158,en-route
0D0E12,XA-VSO,MX,33.623815,-117.169722,11640,135.5,1001,245,VOI245,Y4245,KFAT,FAT,MMLO,BJX,VOI,Y4,A20N,1706705158,en-route
80156D,VT-IPN,IN,24.345954,57.816532,10908,289.7,668,1453,IGO1453,6E1453,VABB,BOM,OMDB,DXB,IGO,6E,A20N,1706705158,en-route
8007CE,VT-IFR,IN,28.778368,76.684459,2486,142,403,5606,IGO5606,6E5606,VOHS,HYD,VIDP,DEL,IGO,6E,A320,1706705158,en-route
C060C4,C-GKQT,CA,46.072103,-71.138617,10726,259.9,762,230,POE230,PD230,CYYT,YYT,CYYZ,YYZ,POE,PD,E295,1706705158,en-route
4CADE5,EI-IGZ,IE,44.836969,-0.178513,11510,209,898,4686,RYR4686,FR4686,ESSA,ARN,LEMG,AGP,RYR,FR,B38M,1706705158,en-route
4CAE48,EI-IHV,IE,50.374351,2.795738,10154,33.1,673,2336,RYR2336,FR2336,LEMG,AGP,EHAM,AMS,RYR,FR,B38M,1706705158,en-route
8014D9,VT-IMK,IN,28.42386,78.992588,8699,333,551,1104,IGO1104,6E1104,VGHS,DAC,VIDP,DEL,IGO,6E,A21N,1706705158,en-route
781F2D,B-32DL,CN,57.189466,24.800739,11114,42.6,938,968,CCA968,CA968,LIMC,MXP,ZSPD,PVG,CCA,CA,A359,1706705158,en-route
461F39,OH-LVL,FI,49.561266,4.778404,8493,262.8,789,1575,FIN1575,AY1575,EFHK,HEL,LFPG,CDG,FIN,AY,A319,1706705158,en-route
ADD2B0,N990AN,US,36.444995,-87.766839,10467,246.3,827,1597,AAL1597,AA1597,KLGA,LGA,KDFW,DFW,AAL,AA,B738,1706705158,en-route
A35E9C,N316RK,US,28.85836,-78.915626,10695,192.5,778,655,AAL655,AA655,KJFK,JFK,KMIA,MIA,AAL,AA,B38M,1706705158,en-route
ADE2B8,N994NN,US,30.448002,-84.122809,9049,152.7,928,892,AAL892,AA892,KMCI,MCI,KMIA,MIA,AAL,AA,B738,1706705158,en-route
800C3C,VT-TNE,IN,14.261391,78.170375,6466,194.5,738,658,VTI658,UK658,VICG,IXC,VOBL,BLR,VTI,UK,A20N,1706705158,en-route
ACD964,N927NN,US,34.544899,-80.433503,9674,194.8,837,412,AAL412,AA412,KBDL,BDL,KMIA,MIA,AAL,AA,B738,1706705158,en-route
8991A8,B-18360,TW,34.992744,140.052718,3469,47.3,525,222,CAL222,CI222,RCSS,TSA,RJTT,HND,CAL,CI,A333,1706705158,en-route
A44E59,N377FR,US,30.130322,-78.238106,11571,16.2,878,2448,FFT2448,F92448,KPBI,PBI,KISP,ISP,FFT,F9,A20N,1706705158,en-route
A98F2D,N715FR,US,32.654759,-91.678837,12204,96.7,971,3992,FFT3992,F93992,KDFW,DFW,KATL,ATL,FFT,F9,A321,1706705158,en-route
C05EB6,C-GJWN,CA,45.428304,-74.841525,10154,261.4,852,689,ACA689,AC689,CYYT,YYT,CYYZ,YYZ,ACA,AC,A321,1706705158,en-route
406E10,G-VDIA,UK,46.333479,21.77093,10779,117.8,904,302,VIR302,VS302,EGLL,LHR,VIDP,DEL,VIR,VS,B789,1706705158,en-route
4CAC0B,EI-KDD,KZ,45.229595,24.746182,10756,117.3,818,904,KZR904,KC904,EHAM,AMS,UATG,GUW,KZR,KC,A21N,1706705158,en-route
A84DCE,N634NK,US,33.578787,-88.869141,11823,234.8,739,703,NKS703,NK703,KEWR,EWR,KIAH,IAH,NKS,NK,A320,1706705158,en-route
E481D8,PR-GGM,BR,-10.565291,-36.622728,8196,31.2,722,1580,GLO1580,G31580,SBSP,CGH,SBMO,MCZ,GLO,G3,B738,1706705158,en-route
AA3994,N758US,US,41.314834,-87.110909,3530,307.5,610,1755,AAL1755,AA1755,KATL,ATL,KORD,ORD,AAL,AA,A319,1706705158,en-route
E80421,CC-BDB,CO,11.807575,-76.56451,13278,170.1,814,2837,LAE2837,L72837,KMIA,MIA,SKRG,MDE,LAE,L7,B763,1706705158,en-route
8A0289,PK-GFP,ID,-0.8909,105.198489,12074,157.4,804,869,GIA869,GA869,VTBS,BKK,WIII,CGK,GIA,GA,B738,1706705158,en-route
8963B4,A6-FER,AE,25.087966,55.512663,1572,119.8,383,910,FDB910,FZ910,OEJN,JED,OMDB,DXB,FDB,FZ,B738,1706705158,en-route
A80595,N616FR,US,32.486265,-101.939147,11937,264.1,727,1769,FFT1769,F91769,KDFW,DFW,KSAN,SAN,FFT,F9,A21N,1706705158,en-route
4BB190,TC-LLP,TR,45.121853,12.620941,10512,273.8,826,903,THY903,TK903,LTFM,IST,MPTO,PTY,THY,TK,B789,1706705158,en-route
780D69,B-1758,CN,24.195873,117.410734,9697,223.2,725,9916,CSZ9916,ZH9916,ZSQD,TAO,ZGSZ,SZX,CSZ,ZH,B738,1706705158,en-route
780F95,B-7636,CN,23.498932,113.843807,8882,220.8,703,853,CSH853,FM853,ZSPD,PVG,VTBS,BKK,CSH,FM,B738,1706705158,en-route
71C523,HL8523,KR,26.026253,122.40906,10299,203.5,735,2203,JJA2203,7C2203,RKSI,ICN,VTBS,BKK,JJA,7C,B38M,1706705158,en-route
4BB06B,TC-LCK,TR,41.50136,44.516199,10604,109.3,758,320,THY320,TK320,LTFM,IST,UTAA,ASB,THY,TK,B38M,1706705158,en-route
155C07,RA-89095,RU,43.482646,46.569078,10307,272.3,813,6018,AZO6018,A46018,USPP,PEE,URMM,MRV,AZO,A4,SU95,1706705158,en-route
780A54,B-LPI,HK,23.010728,116.328844,9689,208.1,732,241,CRK241,HX241,ZSPD,PVG,VHHH,HKG,CRK,HX,A320,1706705158,en-route
E80241,CC-CZZ,CO,12.720486,-75.424008,13255,165,820,2865,LAE2865,L72865,KMIA,MIA,SKBO,BOG,LAE,L7,B763,1706705158,en-route
717CCD,HZ-NS48,SA,26.575305,57.756955,10215,267.2,649,316,KNE316,XY316,OPIS,ISB,OERK,RUH,KNE,XY,A20N,1706705158,en-route
A33E85,N308RD,US,29.141058,-83.284083,11655,156.9,916,2174,AAL2174,AA2174,KORD,ORD,KMIA,MIA,AAL,AA,B38M,1706705158,en-route
010162,SU-GED,EG,29.256405,32.640327,8074,309.4,744,652,MSR652,MS652,OERK,RUH,HECA,CAI,MSR,MS,B738,1706705158,en-route
76CDA2,9V-SMB,SG,37.984238,47.895036,11846,116.1,1024,391,SIA391,SQ391,LTFM,IST,WSSS,SIN,SIA,SQ,A359,1706705158,en-route
780D8C,B-6468,CN,30.387115,103.875272,1160,21,301,4234,CCA4234,CA4234,ZSOF,HFE,ZUUU,CTU,CCA,CA,A319,1706705158,en-route
48AF09,SP-LVK,PL,52.06803,21.052492,756,331.4,275,282,LOT282,LO282,EGLL,LHR,EPWA,WAW,LOT,LO,B38M,1706705158,en-route
A49CE2,N397AZ,US,38.349142,-87.978626,9522,95.7,797,3596,ATN3596,8C3596,KDEN,DEN,KCVG,CVG,ATN,8C,B763,1706705158,en-route
80156A,VT-IBJ,IN,20.075796,76.219809,11556,254.6,741,6206,IGO6206,6E6206,VECC,CCU,VABB,BOM,IGO,6E,A21N,1706705158,en-route
AAEC9C,N8027D,US,33.540566,-96.195777,7647,222.6,819,1254,AAL1254,AA1254,KLEX,LEX,KDFW,DFW,AAL,AA,A319,1706705158,en-route
020124,CN-NMJ,MA,37.570046,-5.366093,11297,201.4,838,102,MAC102,3O102,EGKK,LGW,GMTT,TNG,MAC,3O,A320,1706705158,en-route
71C322,HL8322,KR,22.934525,121.569355,10535,197.6,753,2251,JJA2251,7C2251,RKPK,PUS,VTBS,BKK,JJA,7C,B738,1706705158,en-route
46B8AB,SX-NEK,GR,39.201269,23.118352,9964,154.7,838,831,AEE831,A3831,EDDF,FRA,LGAV,ATH,AEE,A3,A20N,1706705158,en-route
5000BB,T7-MRF,LB,40.058238,23.561706,10680,119,811,214,MEA214,ME214,LSGG,GVA,OLBA,BEY,MEA,ME,A320,1706705158,en-route
76CEEB,9V-SWK,SG,43.071572,26.955476,10108,127.1,841,25,SIA25,SQ25,EDDF,FRA,WSSS,SIN,SIA,SQ,B77W,1706705158,en-route
A8D206,N668AW,US,39.601509,-87.353643,11640,255,855,1508,AAL1508,AA1508,KSYR,SYR,KDFW,DFW,AAL,AA,A320,1706705158,en-route
80141F,VT-ILH,IN,24.173825,85.210422,11008,119.5,1057,2158,IGO2158,6E2158,VIDP,DEL,VECC,CCU,IGO,6E,A21N,1706705158,en-route
ABBB2C,N855NW,US,49.110628,-11.071183,11373,270.1,803,87,DAL87,DL87,EDDF,FRA,KDTW,DTW,DAL,DL,A332,1706705158,en-route
A41E29,N36444,US,33.96059,-89.624219,10611,234.1,792,492,UAL492,UA492,KEWR,EWR,KIAH,IAH,UAL,UA,B739,1706705158,en-route
A858F3,N637NK,US,33.735239,-95.880631,7632,228.7,814,1107,NKS1107,NK1107,KCLT,CLT,KDFW,DFW,NKS,NK,A320,1706705158,en-route
71C329,HL8329,KR,25.057882,126.947944,11008,194.9,757,169,TWB169,TW169,RKSI,ICN,WBKK,BKI,TWB,TW,B738,1706705158,en-route
4CAE11,EI-HLA,IT,51.487903,0.570391,1427,272.4,437,226,ITY226,AZ226,LIML,LIN,EGLC,LCY,ITY,AZ,BCS1,1706705158,en-route
71C381,HL8381,KR,37.065667,127.557485,5338,303.3,571,105,AAR105,OZ105,RJAA,NRT,RKSI,ICN,AAR,OZ,A359,1706705158,en-route
E49AF4,PR-YSO,BR,-10.526908,-36.499652,12631,27.4,903,2926,AZU2926,AD2926,SBGL,GIG,SBRF,REC,AZU,AD,A20N,1706705158,en-route
A51E24,N429MC,US,33.628675,-111.713606,11503,165.3,962,8349,GTI8349,5Y8349,KPDX,PDX,MMSM,NLU,GTI,5Y,B744,1706705158,en-route
AC2BA0,N8832H,US,29.802036,-79.531912,10642,206.1,662,336,SWA336,WN336,KDCA,DCA,KMCO,MCO,SWA,WN,B38M,1706705158,en-route
71C541,HL8541,KR,37.070405,127.317389,4490,280.1,550,604,ESR604,ZE604,RJAA,NRT,RKSI,ICN,ESR,ZE,B38M,1706705158,en-route
A8C028,N663JB,US,27.245918,-79.608776,7899,196.7,711,2625,JBU2625,B62625,KRDU,RDU,KFLL,FLL,JBU,B6,A320,1706705158,en-route
507C3F,UK-32016,UZ,40.310792,45.05257,11206,80.6,843,276,UZB276,HY276,LTFM,IST,UTSS,SKD,UZB,HY,A320,1706705158,en-route
A98408,N712FR,US,28.429268,-89.354812,10497,176.4,811,147,FFT147,F9147,KDTW,DTW,MMUN,CUN,FFT,F9,A321,1706705158,en-route
76B448,9V-MBH,SG,15.428076,100.101789,11305,8.8,958,818,SIA818,SQ818,WSSS,SIN,ZUCK,CKG,SIA,SQ,B38M,1706705158,en-route
71005D,HZ-AQK,SA,22.958224,67.765564,12158,271.1,700,895,SVA895,SV895,VILK,LKO,OERK,RUH,SVA,SV,A333,1706705158,en-route
49528E,CS-TTN,PT,39.160515,-9.219462,4772,200.7,581,1335,TAP1335,TP1335,EGKK,LGW,LPPT,LIS,TAP,TP,A319,1706705158,en-route
7609C5,AP-BNE,PK,26.459872,55.189305,12440,65.8,1068,822,SEP822,ER822,OEJN,JED,OPLA,LHE,SEP,ER,A332,1706705158,en-route
8014E8,VT-IMS,IN,25.912075,77.224151,10070,359,741,2316,IGO2316,6E2316,VOMM,MAA,VIDP,DEL,IGO,6E,A21N,1706705158,en-route
3C666B,D-AISK,DE,54.624147,25.27817,223,204,24,886,DLH886,LH886,EDDF,FRA,EYVI,VNO,DLH,LH,A321,1706705158,landed
AC33A3,N8856S,US,28.606203,-79.211965,10718,190.1,793,502,SWA502,WN502,KDCA,DCA,KFLL,FLL,SWA,WN,B38M,1706705158,en-route
80155F,VT-TVG,IN,15.741494,78.439832,10649,189.8,847,817,VTI817,UK817,VIDP,DEL,VOBL,BLR,VTI,UK,A21N,1706705158,en-route
4BB264,TC-LSD,TR,51.996626,8.169322,10238,106.3,833,1976,THY1976,TK1976,EIDW,DUB,LTFM,IST,THY,TK,A21N,1706705158,en-route
7809FC,B-6978,CN,22.839525,114.089832,1907,284,464,6480,CSN6480,CZ6480,ZSHC,HGH,ZGSZ,SZX,CSN,CZ,A321,1706705158,en-route
851F4E,JA350J,JP,35.304759,140.296191,2852,340.3,416,974,JAL974,JL974,ROIG,ISG,RJTT,HND,JAL,JL,B738,1706705158,en-route
A46E6A,N385FR,US,36.146917,-80.089642,11206,54.9,864,1102,FFT1102,F91102,KATL,ATL,KPHL,PHL,FFT,F9,A20N,1706705158,en-route
4CAD88,EI-SIU,SE,59.727245,16.634915,5780,62.3,747,526,SAS526,SK526,EGLL,LHR,ESSA,ARN,SAS,SK,A20N,1706705158,en-route
E495B2,PR-YSF,BR,-9.50302,-36.003034,1343,29.9,371,9114,AZU9114,AD9114,SBCF,CNF,SBMO,MCZ,AZU,AD,A20N,1706705158,en-route
A1442F,N1808U,US,29.107714,-91.606787,10154,277.9,688,178,SWA178,WN178,KMIA,MIA,KHOU,HOU,SWA,WN,B38M,1706705158,en-route
AA6BA6,N7702A,US,28.919469,-89.880002,8241,278.7,770,1275,SWA1275,WN1275,KMCO,MCO,KHOU,HOU,SWA,WN,B737,1706705158,en-route
ACAA77,N915NN,US,36.011451,-88.656323,10505,247.2,821,1403,AAL1403,AA1403,KBWI,BWI,KDFW,DFW,AAL,AA,B738,1706705158,en-route
AD3098,N949WN,US,39.156733,-93.975715,11213,283.5,753,3790,SWA3790,WN3790,KRDU,RDU,KDEN,DEN,SWA,WN,B737,1706705158,en-route
84B495,JA207P,JP,34.356813,134.508818,2829,138.7,526,118,APJ118,MM118,RJCC,CTS,RJBB,KIX,APJ,MM,A20N,1706705158,en-route
A8E6F2,N673AW,US,35.605678,-90.59067,10611,243.7,806,977,AAL977,AA977,KMDT,MDT,KDFW,DFW,AAL,AA,A320,1706705158,en-route
AC1190,N877NN,US,27.467957,-82.659087,11747,190.4,760,1653,AAL1653,AA1653,KSDF,SDF,KMIA,MIA,AAL,AA,B738,1706705158,en-route
78115D,B-8386,CN,53.539823,13.912136,10726,11.2,743,732,CCA732,CA732,LIRF,FCO,ZSHC,HGH,CCA,CA,A333,1706705158,en-route
ACB827,N919AN,US,31.486534,-81.17717,11145,176.6,846,2887,AAL2887,AA2887,KCLE,CLE,KMIA,MIA,AAL,AA,B738,1706705158,en-route
AC89C0,N907FX,US,35.056357,-89.907866,315,273.4,216,8385,MTN8385,,KTLH,TLH,KMEM,MEM,MTN,,AT43,1706705158,en-route
4D21DC,9H-NEC,MT,46.607924,4.953071,12044,129.3,846,101,AMC101,KM101,EGLL,LHR,LMML,MLA,AMC,KM,A20N,1706705158,en-route
ACDBEE,N928AM,US,33.716569,-79.448527,10352,215.7,738,2124,AAL2124,AA2124,KPHL,PHL,KMCO,MCO,AAL,AA,A321,1706705158,en-route
A511FD,N426AV,CR,29.277424,-79.141089,11305,201,725,671,LRC671,LR671,KJFK,JFK,MSLP,SAL,LRC,LR,A320,1706705158,en-route
A403C6,N358NW,US,39.347035,-86.74086,8424,30.8,753,1182,DAL1182,DL1182,KSAT,SAT,KDTW,DTW,DAL,DL,A320,1706705158,en-route
E491B1,PT-XPE,BR,-12.514471,-37.93456,12006,33.5,867,3446,TAM3446,JJ3446,SBGR,GRU,SBMO,MCZ,LAN,LA,A321,1706705158,en-route
E072D3,LV-GKS,AR,-25.179084,-45.343297,11869,46.8,815,1260,ARG1260,AR1260,SABE,AEP,SBGL,GIG,ARG,AR,B738,1706705158,en-route
06A0B7,A7-BCS,QA,51.091044,12.546556,12539,105.9,927,276,QTR276,QR276,EHAM,AMS,OTHH,DOH,QTR,QR,B788,1706705158,en-route
4B8533,TC-AIS,TR,43.602674,22.806623,11350,121.7,803,802,PGT802,PC802,EBCI,CRL,LTFJ,SAW,PGT,PC,B738,1706705158,en-route
A38D77,N328QS,US,36.21322,-80.172862,12486,55.4,829,328,EJA328,1I328,KPDK,PDK,CYCC,YCC,EJA,1I,E55P,1706705158,en-route
C01723,C-FITU,CA,35.007644,141.221479,9621,71.7,1075,26,ACA26,AC26,ZSPD,PVG,CYVR,YVR,ACA,AC,B77W,1706705158,en-route
ADAB31,N980AN,US,26.816869,-83.262526,9758,114.3,1017,406,AAL406,AA406,KAUS,AUS,KMIA,MIA,AAL,AA,B738,1706705158,en-route
A8B9B3,N661UA,US,55.426635,-3.978345,9232,311.1,753,53,UAL53,UA53,LSZH,ZRH,KIAD,IAD,UAL,UA,B763,1706705158,en-route
ABEC4D,N8678E,US,41.387601,-82.675384,12112,275.3,837,1379,SWA1379,WN1379,KLGA,LGA,KMDW,MDW,SWA,WN,B738,1706705158,en-route
C06A7B,C-GOIK,CA,42.241814,-25.593661,10855,285.6,853,481,TSC481,TS481,LPPT,LIS,CYYZ,YYZ,TSC,TS,A21N,1706705158,en-route
A6A3C2,N527JL,US,37.673355,-77.421912,6161,14.6,691,1480,JBU1480,B61480,KFLL,FLL,KDCA,DCA,JBU,B6,A320,1706705158,en-route
76CC74,9V-SCT,SG,-9.908512,108.551085,12082,171.6,919,215,SIA215,SQ215,WSSS,SIN,YPPH,PER,SIA,SQ,B78X,1706705158,en-route
7504A0,9M-RAM,MY,2.953127,103.039712,9445,248.6,781,5117,AXM5117,AK5117,WBKK,BKI,WMKK,KUL,AXM,AK,A20N,1706705158,en-route
A65B76,N509AY,US,30.71895,-91.709969,8836,301.1,776,1226,AAL1226,AA1226,KMIA,MIA,KDFW,DFW,AAL,AA,A321,1706705158,en-route
4BB0EF,TC-LGO,TR,49.787421,20.674273,10406,330.4,908,9,THY9,TK9,LTFM,IST,KLAX,LAX,THY,TK,A359,1706705158,en-route
A56E0D,N449WN,US,25.236503,-77.23755,11518,299.6,683,3832,SWA3832,WN3832,KTPA,TPA,KRDU,RDU,SWA,WN,B737,1706705158,en-route
06A387,A7-BSE,QA,27.015976,51.980619,7487,189.4,698,354,QTR354,QR354,UBBB,GYD,OTHH,DOH,QTR,QR,B38M,1706705158,en-route
A4CE28,N409AZ,US,37.976165,-87.401545,9499,65.4,720,3438,ATN3438,8C3438,KAUS,AUS,KCVG,CVG,ATN,8C,B763,1706705158,en-route
A36110,N317CM,US,33.110271,-92.305864,11259,196.8,838,520,ABX520,GB520,KCVG,CVG,KIAH,IAH,ABX,GB,B763,1706705158,en-route
A70333,N551AS,US,55.011103,-129.943431,10550,145.8,713,210,ASA210,AS210,PAFA,FAI,KSEA,SEA,ASA,AS,B738,1706705158,en-route
C051E4,C-GFAH,CA,49.042354,-7.618028,11030,273.3,815,837,ACA837,AC837,EDDM,MUC,CYYZ,YYZ,ACA,AC,A333,1706705158,en-route
E49AAB,PRXBP,BR,-11.837325,-41.544006,12029,20.1,858,3388,TAM3388,JJ3388,SBGR,GRU,SBPL,PNZ,LAN,LA,A20N,1706705158,en-route
151E21,RA-73249,RU,43.85902,43.416117,10619,88.2,786,738,PBD738,DP738,LTFM,IST,UUWW,VKO,PBD,DP,B738,1706705158,en-route
ACFD2C,N936NN,US,38.885786,-80.270372,10848,246.9,856,761,AAL761,AA761,KEWR,EWR,KDFW,DFW,AAL,AA,B738,1706705158,en-route
151E54,RA-73300,RU,44.12647,44.603223,11198,79.8,798,836,PBD836,DP836,LTFG,GZP,UUWW,VKO,PBD,DP,B738,1706705158,en-route
ACF5BB,N934NK,US,33.648577,-77.349248,11320,19,876,1011,NKS1011,NK1011,KFLL,FLL,KPHL,PHL,NKS,NK,A20N,1706705158,en-route
E80205,CC-BFX,EC,-23.83502,-67.770217,11762,323.2,836,1436,LNE1436,XL1436,SPJC,LIM,SEGU,GYE,LAN,LA,A320,1706705158,en-route
71BD34,HL7534,KR,25.783119,127.14404,10985,194.8,816,615,KAL615,KE615,RKSI,ICN,RPVM,CEB,KAL,KE,B773,1706705158,en-route
AABD2B,N791QS,US,41.496393,-91.852492,12349,263.8,843,791,EJA791,1I791,KSJC,SJC,KBZN,BZN,EJA,1I,CL30,1706705158,en-route
A44F0D,N377NW,US,42.605959,-86.48431,5384,256.8,737,2688,DAL2688,DL2688,KLGA,LGA,KORD,ORD,DAL,DL,A320,1706705158,en-route
ADDF01,N993NN,US,35.212224,-80.948701,0,47.8,28,978,AAL978,AA978,KMEM,MEM,KCLT,CLT,AAL,AA,B738,1706705158,scheduled
7804CA,B-6505,CN,54.966924,26.779321,10634,78.1,955,772,CCA772,CA772,EDDF,FRA,ZGSZ,SZX,CCA,CA,A332,1706705158,en-route
AB9078,N844UA,US,36.048907,-87.72091,11084,240.5,820,2491,UAL2491,UA2491,KLGA,LGA,KIAH,IAH,UAL,UA,A319,1706705158,en-route
A4FC00,N420DX,US,48.016148,-5.185579,11320,299.8,838,185,DAL185,DL185,LIMC,MXP,KJFK,JFK,DAL,DL,A339,1706705158,en-route
A849AB,N633JB,US,35.820013,-76.901337,11533,200,814,1567,JBU1567,B61567,KHPN,HPN,KPBI,PBI,JBU,B6,A320,1706705158,en-route
A4794E,N388DA,US,44.650034,-87.405868,10451,279.6,803,1330,DAL1330,DL1330,KBDL,BDL,KMSP,MSP,DAL,DL,B738,1706705158,en-route
A066A3,N125DU,US,37.647713,-84.17656,11571,249.9,835,308,DAL308,DL308,KLGA,LGA,KDFW,DFW,DAL,DL,BCS1,1706705158,en-route
AD1986,N943NN,US,36.665132,-85.376318,9697,71.9,809,417,AAL417,AA417,KDFW,DFW,KPHL,PHL,AAL,AA,B738,1706705158,en-route
AC142E,N878BG,US,40.334872,-22.297272,12288,280.3,930,259,AAL259,AA259,LPPT,LIS,KPHL,PHL,AAL,AA,B788,1706705158,en-route
3C55C5,D-AENE,DE,53.559118,13.925144,6580,186.1,814,8235,EWG8235,EW8235,EFRO,RVN,EDDB,BER,EWG,EW,A20N,1706705158,en-route
A997CC,N717TW,US,35.831382,-81.805009,10901,226,845,695,DAL695,DL695,KBOS,BOS,KATL,ATL,DAL,DL,B752,1706705158,en-route
71C001,HL8001,KR,35.959751,130.166265,11381,291,628,2104,KAL2104,KE2104,RJTT,HND,RKSS,GMP,KAL,KE,A333,1706705158,en-route
E482C6,PT-MXE,BR,-25.040283,-49.204117,10550,46.2,869,8137,TAM8137,JJ8137,SAEZ,EZE,SBGR,GRU,LAN,LA,A321,1706705158,en-route
7815D9,B-305R,CN,15.982386,82.124939,11274,33.6,859,456,CBJ456,JD456,VRMM,MLE,ZBAD,PKX,CBJ,JD,A333,1706705158,en-route
A845F4,N632JB,US,33.71737,-77.489964,10977,201.5,794,569,JBU569,B6569,KBOS,BOS,KFLL,FLL,JBU,B6,A320,1706705158,en-route
0ACAC6,HK-5421,CO,13.609527,-89.905687,11381,117.8,854,235,AVA235,AV235,MMMX,MEX,SKRG,MDE,AVA,AV,A320,1706705158,en-route
502D34,YL-LDE,IN,15.997377,80.003011,10931,237,797,958,IGO958,6E958,VECC,CCU,VOBL,BLR,IGO,6E,A320,1706705158,en-route
800D7A,VT-SYJ,IN,32.19787,75.518015,9849,357.3,792,950,SEJ950,SG950,VABB,BOM,VISR,SXR,SEJ,SG,B738,1706705158,en-route
A89887,N653GT,US,40.216162,-99.714452,11869,270.2,824,597,AJT597,M6597,KCVG,CVG,KSLC,SLC,AJT,M6,B762,1706705158,en-route
4009F9,G-MIDO,UK,46.308029,-2.587116,11853,10.7,760,467,BAW467,BA467,LEMD,MAD,EGLL,LHR,BAW,BA,A320,1706705158,en-route
AACA75,N7949A,US,29.54923,-83.719506,10230,151.6,901,3049,SCX3049,SY3049,KMCI,MCI,KLAL,LAL,SCX,SY,B738,1706705158,en-route
4AC9FA,SE-ROZ,SE,49.268127,-1.119626,11846,348.2,725,4676,SAS4676,SK4676,LEAL,ALC,ENGM,OSL,SAS,SK,A20N,1706705158,en-route
7802DA,B-1323,CN,25.128392,118.630422,2768,75.6,495,3507,CUH3507,UQ3507,ZHCC,CGO,ZSQZ,JJN,CUH,UQ,B738,1706705158,en-route
780E89,B-6991,CN,24.402096,115.792306,10939,276.7,649,1306,JYH1306,AQ1306,ZSAM,XMN,ZUGY,KWE,JYH,AQ,B738,1706705158,en-route
A87C4F,N646JB,US,36.226268,-77.369236,11190,16,881,172,JBU172,B6172,KFLL,FLL,KLGA,LGA,JBU,B6,A320,1706705158,en-route
A3B808,N339JB,US,41.116529,-72.94791,6870,57.7,744,896,JBU896,B6896,KATL,ATL,KBOS,BOS,JBU,B6,E190,1706705158,en-route
AD35DD,N950NK,US,21.182806,-71.062091,11937,137.6,951,377,NKS377,NK377,KMCO,MCO,MDSD,SDQ,NKS,NK,A20N,1706705158,en-route
A2B10C,N27252,US,37.021824,-78.063762,11815,29.8,879,1537,UAL1537,UA1537,KFLL,FLL,KEWR,EWR,UAL,UA,B38M,1706705158,en-route
71018A,HZ-AQ23,SA,30.820134,31.254615,12036,172.1,821,258,SVA258,SV258,LTFM,IST,OEMA,MED,SVA,SV,A333,1706705158,en-route
800BD4,VT-EXF,IN,19.321341,73.545626,3149,269.2,440,654,AIC654,AI654,VEVZ,VTZ,VABB,BOM,AIC,AI,A20N,1706705158,en-route
E8032C,CC-AZJ,CL,-31.750376,-70.851882,9788,184.2,808,301,SKU301,H2301,SCAR,ARI,SCEL,SCL,SKU,H2,A20N,1706705158,en-route
4BB872,TC-NCR,TR,29.755942,31.909015,11145,308.8,686,6943,PGT6943,PC6943,OEJN,JED,LTAC,ESB,PGT,PC,A20N,1706705158,en-route
AA4CE9,N763CK,US,37.686093,-96.226607,11259,263.8,836,505,ABX505,GB505,KCVG,CVG,KPHX,PHX,ABX,GB,B763,1706705158,en-route
70C0A6,A4O-DC,OM,31.218863,51.151278,11922,327,685,115,OMA115,WY115,OOMS,MCT,EDDF,FRA,OMA,WY,A332,1706705158,en-route
06A374,A7-BOC,QA,19.067657,104.948757,9666,286,822,817,QTR817,QR817,VHHH,HKG,OTHH,DOH,QTR,QR,B77W,1706705158,en-route
84C3FC,JA24JJ,JP,25.300952,130.837844,11000,215.8,735,95,JJP95,GK95,RJGG,NGO,RPLL,MNL,JJP,GK,A320,1706705158,en-route
